"Year","ODS_Code","Age","Item","Term","Numerator","Denominator","Proportion","Benchmark","ODS_Name","Postcode","longitude","latitude","PCN_Code","PCN_Name","Yet_to_receive"
"2021/22","H82014","12 months","MenB","Meningococcal group B disease vaccine",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2021/22","H82014","12 months","MenB","Meningococcal group B disease vaccine",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2021/22","H82014","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2021/22","H82014","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2021/22","H82014","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2021/22","H82014","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",83,86,0.965116279069768,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2021/22","H82014","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2021/22","H82014","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  4"
"2021/22","H82014","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2021/22","H82014","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  4"
"2021/22","H82014","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",115,118,0.974576271186441,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2021/22","H82014","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",115,118,0.974576271186441,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2021/22","H82014","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",115,118,0.974576271186441,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  3"
"2021/22","H82014","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",115,118,0.974576271186441,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  3"
"2021/22","H82014","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2021/22","H82014","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",114,118,0.966101694915254,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  4"
"2021/22","H82014","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",118,122,0.967213114754098,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  4"
"2021/22","H82014","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",118,122,0.967213114754098,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  4"
"2021/22","H82014","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  6"
"2021/22","H82014","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  6"
"2021/22","H82014","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  6"
"2021/22","H82014","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  6"
"2021/22","H82014","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  6"
"2021/22","H82014","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  6"
"2021/22","H82014","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U21339","Arun Integrated Care (AIC) PCN","  6"
"2021/22","H82014","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",116,122,0.950819672131147,"High (95%+)","Coppice Surgery","BN16 3BE",-0.500448,50.813155,"U04748","Angmering Coppice Fitzalan (ACF) PCN","  6"
"2021/22","H82016","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",117,129,0.906976744186047,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 12"
"2021/22","H82016","12 months","MenB","Meningococcal group B disease vaccine",115,129,0.891472868217054,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 14"
"2021/22","H82016","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",120,129,0.930232558139535,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  9"
"2021/22","H82016","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",109,129,0.844961240310078,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 20"
"2021/22","H82016","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",122,130,0.938461538461538,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  8"
"2021/22","H82016","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",116,130,0.892307692307693,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 14"
"2021/22","H82016","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",116,130,0.892307692307693,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 14"
"2021/22","H82016","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",115,130,0.884615384615385,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 15"
"2021/22","H82016","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",116,130,0.892307692307693,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 14"
"2021/22","H82016","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",136,145,0.937931034482759,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN","  9"
"2021/22","H82016","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",135,145,0.931034482758621,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 10"
"2021/22","H82016","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",121,145,0.83448275862069,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 24"
"2021/22","H82016","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",135,145,0.931034482758621,"Medium (90-95%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 10"
"2021/22","H82016","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",125,145,0.862068965517241,"Low (<90%)","Bersted Green Surgery","PO22 9TD",-0.681813,50.798078,"U08235","Regis Healthcare PCN"," 20"
"2021/22","H82017","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",219,229,0.956331877729258,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 10"
"2021/22","H82017","12 months","MenB","Meningococcal group B disease vaccine",221,229,0.965065502183406,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  8"
"2021/22","H82017","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",222,229,0.96943231441048,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  7"
"2021/22","H82017","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",216,229,0.943231441048035,"Medium (90-95%)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 13"
"2021/22","H82017","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",190,201,0.945273631840796,"Medium (90-95%)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 11"
"2021/22","H82017","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",195,201,0.970149253731343,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  6"
"2021/22","H82017","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",194,201,0.965174129353234,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  7"
"2021/22","H82017","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",196,201,0.975124378109453,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  5"
"2021/22","H82017","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",194,201,0.965174129353234,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  7"
"2021/22","H82017","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",237,247,0.959514170040486,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 10"
"2021/22","H82017","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",236,247,0.955465587044534,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 11"
"2021/22","H82017","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",235,247,0.951417004048583,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 12"
"2021/22","H82017","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",240,247,0.97165991902834,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN","  7"
"2021/22","H82017","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",237,247,0.959514170040486,"High (95%+)","Park Surgery","RH12 1BG",-0.327381,51.064354,"U26939","Horsham Central PCN"," 10"
"2021/22","H82020","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",51,54,0.944444444444444,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82020","12 months","MenB","Meningococcal group B disease vaccine",51,54,0.944444444444444,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82020","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",51,54,0.944444444444444,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82020","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",50,54,0.925925925925926,"Medium (90-95%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  4"
"2021/22","H82020","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",50,63,0.793650793650793,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 13"
"2021/22","H82020","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",48,63,0.761904761904762,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2021/22","H82020","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",48,63,0.761904761904762,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2021/22","H82020","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",48,63,0.761904761904762,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2021/22","H82020","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",47,63,0.746031746031746,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 16"
"2021/22","H82020","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",71,80,0.8875,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN","  9"
"2021/22","H82020","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",65,80,0.8125,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 15"
"2021/22","H82020","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",54,80,0.675,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 26"
"2021/22","H82020","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",67,80,0.8375,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 13"
"2021/22","H82020","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",55,80,0.6875,"Low (<90%)","Bognor Medical Centre","PO21 1UT",-0.67724,50.783629,"U08235","Regis Healthcare PCN"," 25"
"2021/22","H82021","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",42,46,0.91304347826087,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  4"
"2021/22","H82021","12 months","MenB","Meningococcal group B disease vaccine",42,46,0.91304347826087,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  4"
"2021/22","H82021","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",42,46,0.91304347826087,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  4"
"2021/22","H82021","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",39,46,0.847826086956522,"Low (<90%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  7"
"2021/22","H82021","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",44,46,0.956521739130435,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2021/22","H82021","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",42,46,0.91304347826087,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  4"
"2021/22","H82021","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",43,46,0.934782608695652,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82021","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",43,46,0.934782608695652,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82021","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",43,46,0.934782608695652,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82021","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",41,43,0.953488372093023,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2021/22","H82021","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",40,43,0.930232558139535,"Medium (90-95%)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  3"
"2021/22","H82021","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",41,43,0.953488372093023,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2021/22","H82021","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",41,43,0.953488372093023,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2021/22","H82021","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",41,43,0.953488372093023,"High (95%+)","Arundel Surgery","BN18 9HG",-0.567268,50.852881,"U08235","Regis Healthcare PCN","  2"
"2021/22","H82022","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",74,75,0.986666666666667,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  1"
"2021/22","H82022","12 months","MenB","Meningococcal group B disease vaccine",74,75,0.986666666666667,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  1"
"2021/22","H82022","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",75,75,1,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  0"
"2021/22","H82022","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",73,75,0.973333333333333,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  2"
"2021/22","H82022","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",77,82,0.939024390243902,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  5"
"2021/22","H82022","24 months","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",77,82,0.939024390243902,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  5"
"2021/22","H82022","24 months","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",78,82,0.951219512195122,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  4"
"2021/22","H82022","24 months","PCV Booster","Pneumococcal conjulate disease booster vaccine; dose by second birthday",78,82,0.951219512195122,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  4"
"2021/22","H82022","24 months","MenB Booster","Meningococcal group B disease booster vaccine; completed by fifth birthday",79,82,0.963414634146341,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  3"
"2021/22","H82022","5 years","DTaP/IPV/Hib","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; completing booster dose by fifth birthday",99,101,0.98019801980198,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  2"
"2021/22","H82022","5 years","Hib/MenC","Haemophilus influenzae type b/Meningococcal group C disease; booster dose by 2 years",97,101,0.96039603960396,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  4"
"2021/22","H82022","5 years","DTaPIPV","pre-school diphtheria, tetanus, acellular pertussis and polio (DTaP/IPV) booster; completing booster dose by fifth birthday",92,101,0.910891089108911,"Medium (90-95%)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  9"
"2021/22","H82022","5 years","MMR1","Measles, mumps, and rubella vaccine; first dose by 1 year",99,101,0.98019801980198,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  2"
"2021/22","H82022","5 years","MMR2","Measles, mumps, and rubella booster vaccine; second dose by 3 years and 4 months or soon after",96,101,0.950495049504951,"High (95%+)","Steyning Health Centre","BN44 3RJ",-0.329972,50.890666,"U57981","Chanctonbury PCN","  5"
"2021/22","H82023","12 months","DTaPIPVHibHepB","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1",296,307,0.964169381107492,"High (95%+)","Adur Health Partnership","BN43 5US",-0.27437,50.833817,"U37037","Shoreham and Southwick PCN"," 11"
"2021/22","H82023","12 months","MenB","Meningococcal group B disease vaccine",296,307,0.964169381107492,"High (95%+)","Adur Health Partnership","BN43 5US",-0.27437,50.833817,"U37037","Shoreham and Southwick PCN"," 11"
"2021/22","H82023","12 months","PCV1","Pneumococcal conjulate vaccine (first dose by 12 weeks)",301,307,0.980456026058632,"High (95%+)","Adur Health Partnership","BN43 5US",-0.27437,50.833817,"U37037","Shoreham and Southwick PCN","  6"
"2021/22","H82023","12 months","Rota","Rotavirus vaccine (primary course, with first dose at 8 weeks and second at 12 weeks)",291,307,0.947882736156352,"Medium (90-95%)","Adur Health Partnership","BN43 5US",-0.27437,50.833817,"U37037","Shoreham and Southwick PCN"," 16"
"2021/22","H82023","24 months","DTaP/IPV/Hib(Hep)","DTaP/IPV/Hib/HepB vaccine (Diptheria, tetanus, pertussis, polio, haemophilus influenzae type B and hepatitis B), known as hexavalent vaccine or 6-in-1; three doses at any time by second birthday",333,352,0.946022727272727,"Medium (90-95%)","Adur Health Partnership","BN43 5US",-0.27437,50.833817,"U37037","Shoreham and Southwick PCN"," 19"
