"Age","Item","Year","PCN_Code","PCN_Name","Practices_w_denominator","Numerator","Denominator","Practices","Same","Proportion"
"5 years","Hib/MenC","2019/20","U60757","Bognor Coastal Alliance PCN",3,277,287,3,"All practices",0.965156794425087
"5 years","Hib/MenC","2019/20","U80779","East Grinstead PCN",4,425,476,4,"All practices",0.892857142857143
"5 years","Hib/MenC","2019/20","U87478","Lancing and Sompting PCN",3,246,278,3,"All practices",0.884892086330935
"5 years","Hib/MenC","2019/20","U96386","Horsham Collaborative PCN",4,301,319,4,"All practices",0.943573667711598
"5 years","Hib/MenC","2020/21","U01092","Cissbury Integrated Care PCN",4,424,452,4,"All practices",0.938053097345133
"5 years","Hib/MenC","2020/21","U03364","Haywards Heath Villages PCN",4,487,522,4,"All practices",0.932950191570881
"5 years","Hib/MenC","2020/21","U04725","Haywards Heath Central PCN",3,375,399,3,"All practices",0.93984962406015
"5 years","Hib/MenC","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,300,319,2,"All practices",0.940438871473354
"5 years","Hib/MenC","2020/21","U06871","Burgess Hill & Villages PCN",5,570,607,5,"All practices",0.939044481054366
"5 years","Hib/MenC","2020/21","U08235","Regis Healthcare PCN",9,897,946,9,"All practices",0.948202959830867
"5 years","Hib/MenC","2020/21","U13952","Central Worthing Practices PCN",3,456,483,3,"All practices",0.944099378881988
"5 years","Hib/MenC","2020/21","U14816","Healthy Crawley PCN",4,621,659,4,"All practices",0.942336874051593
"5 years","Hib/MenC","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,648,688,5,"All practices",0.941860465116279
"5 years","Hib/MenC","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,733,790,8,"All practices",0.927848101265823
"5 years","Hib/MenC","2020/21","U26939","Horsham Central PCN",4,583,606,4,"All practices",0.962046204620462
"5 years","Hib/MenC","2020/21","U33451","South Crawley PCN",4,561,601,4,"All practices",0.933444259567388
"5 years","Hib/MenC","2020/21","U33593","Rural North Chichester PCN",4,336,352,4,"All practices",0.954545454545454
"5 years","Hib/MenC","2020/21","U37037","Shoreham and Southwick PCN",3,457,479,3,"All practices",0.954070981210856
"5 years","Hib/MenC","2020/21","U49536","Coastal and South Downs PCN",2,275,293,3,"This PCN does not include all practices",
"5 years","Hib/MenC","2020/21","U52694","Crawley Care Collaborative PCN",4,571,616,4,"All practices",0.926948051948052
"5 years","Hib/MenC","2020/21","U57981","Chanctonbury PCN",4,402,434,4,"All practices",0.926267281105991
"5 years","Hib/MenC","2020/21","U60757","Bognor Coastal Alliance PCN",3,327,342,3,"All practices",0.956140350877193
"5 years","Hib/MenC","2020/21","U80779","East Grinstead PCN",4,414,447,4,"All practices",0.926174496644295
"5 years","Hib/MenC","2020/21","U87478","Lancing and Sompting PCN",3,270,279,3,"All practices",0.967741935483871
"5 years","Hib/MenC","2020/21","U96386","Horsham Collaborative PCN",4,356,367,4,"All practices",0.970027247956403
"5 years","Hib/MenC","2021/22","U01092","Cissbury Integrated Care PCN",4,444,484,4,"All practices",0.917355371900826
"5 years","Hib/MenC","2021/22","U03364","Haywards Heath Villages PCN",4,473,499,4,"All practices",0.947895791583166
"5 years","Hib/MenC","2021/22","U04725","Haywards Heath Central PCN",3,375,398,3,"All practices",0.942211055276382
"5 years","Hib/MenC","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,304,323,2,"All practices",0.941176470588235
"5 years","Hib/MenC","2021/22","U06871","Burgess Hill & Villages PCN",5,571,617,5,"All practices",0.925445705024311
"5 years","Hib/MenC","2021/22","U08235","Regis Healthcare PCN",9,854,915,9,"All practices",0.933333333333333
"5 years","Hib/MenC","2021/22","U13952","Central Worthing Practices PCN",3,403,425,3,"All practices",0.948235294117647
"5 years","Hib/MenC","2021/22","U14816","Healthy Crawley PCN",4,594,636,4,"All practices",0.933962264150943
"5 years","Hib/MenC","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,607,639,5,"All practices",0.949921752738654
"5 years","Hib/MenC","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,779,830,8,"All practices",0.93855421686747
"5 years","Hib/MenC","2021/22","U26939","Horsham Central PCN",4,584,611,4,"All practices",0.955810147299509
"5 years","Hib/MenC","2021/22","U33451","South Crawley PCN",4,514,580,4,"All practices",0.886206896551724
"5 years","Hib/MenC","2021/22","U33593","Rural North Chichester PCN",4,278,290,4,"All practices",0.958620689655173
"5 years","Hib/MenC","2021/22","U37037","Shoreham and Southwick PCN",2,388,405,3,"This PCN does not include all practices",
"5 years","Hib/MenC","2021/22","U49536","Coastal and South Downs PCN",2,248,263,3,"This PCN does not include all practices",
"5 years","Hib/MenC","2021/22","U52694","Crawley Care Collaborative PCN",4,563,614,4,"All practices",0.916938110749186
"5 years","Hib/MenC","2021/22","U57981","Chanctonbury PCN",4,448,470,4,"All practices",0.953191489361702
"5 years","Hib/MenC","2021/22","U60757","Bognor Coastal Alliance PCN",3,285,301,3,"All practices",0.946843853820598
"5 years","Hib/MenC","2021/22","U80779","East Grinstead PCN",4,461,497,4,"All practices",0.927565392354125
"5 years","Hib/MenC","2021/22","U87478","Lancing and Sompting PCN",3,278,294,3,"All practices",0.945578231292517
"5 years","Hib/MenC","2021/22","U96386","Horsham Collaborative PCN",4,399,425,4,"All practices",0.938823529411765
"5 years","MMR1","2019/20","U01092","Cissbury Integrated Care PCN",4,462,489,4,"All practices",0.94478527607362
"5 years","MMR1","2019/20","U03364","Haywards Heath Villages PCN",4,482,508,4,"All practices",0.948818897637795
"5 years","MMR1","2019/20","U04725","Haywards Heath Central PCN",3,389,406,3,"All practices",0.958128078817734
"5 years","MMR1","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,279,295,2,"All practices",0.945762711864407
"5 years","MMR1","2019/20","U06871","Burgess Hill & Villages PCN",5,561,589,5,"All practices",0.952461799660441
"5 years","MMR1","2019/20","U08235","Regis Healthcare PCN",9,882,914,9,"All practices",0.964989059080963
"5 years","MMR1","2019/20","U13952","Central Worthing Practices PCN",3,482,488,3,"All practices",0.987704918032787
"5 years","MMR1","2019/20","U14816","Healthy Crawley PCN",4,578,602,4,"All practices",0.960132890365448
"5 years","MMR1","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,616,640,5,"All practices",0.9625
"5 years","MMR1","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,847,877,8,"All practices",0.965792474344356
"5 years","MMR1","2019/20","U26939","Horsham Central PCN",4,577,590,4,"All practices",0.977966101694915
"5 years","MMR1","2019/20","U33451","South Crawley PCN",4,579,607,4,"All practices",0.953871499176277
"5 years","MMR1","2019/20","U33593","Rural North Chichester PCN",4,320,337,4,"All practices",0.949554896142433
"5 years","MMR1","2019/20","U37037","Shoreham and Southwick PCN",3,431,448,3,"All practices",0.962053571428572
"5 years","MMR1","2019/20","U49536","Coastal and South Downs PCN",3,281,292,3,"All practices",0.962328767123288
"5 years","MMR1","2019/20","U52694","Crawley Care Collaborative PCN",4,554,575,4,"All practices",0.963478260869565
"5 years","MMR1","2019/20","U57981","Chanctonbury PCN",4,444,465,4,"All practices",0.95483870967742
"5 years","MMR1","2019/20","U60757","Bognor Coastal Alliance PCN",3,279,287,3,"All practices",0.97212543554007
"5 years","MMR1","2019/20","U80779","East Grinstead PCN",4,440,476,4,"All practices",0.92436974789916
"5 years","MMR1","2019/20","U87478","Lancing and Sompting PCN",3,272,278,3,"All practices",0.97841726618705
"5 years","MMR1","2019/20","U96386","Horsham Collaborative PCN",4,311,319,4,"All practices",0.974921630094044
"5 years","MMR1","2020/21","U01092","Cissbury Integrated Care PCN",4,439,452,4,"All practices",0.971238938053097
"5 years","MMR1","2020/21","U03364","Haywards Heath Villages PCN",4,509,522,4,"All practices",0.975095785440613
"5 years","MMR1","2020/21","U04725","Haywards Heath Central PCN",3,385,399,3,"All practices",0.964912280701754
"5 years","MMR1","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,308,319,2,"All practices",0.96551724137931
"5 years","MMR1","2020/21","U06871","Burgess Hill & Villages PCN",5,589,607,5,"All practices",0.970345963756178
"5 years","MMR1","2020/21","U08235","Regis Healthcare PCN",9,912,946,9,"All practices",0.964059196617336
"5 years","MMR1","2020/21","U13952","Central Worthing Practices PCN",3,470,483,3,"All practices",0.973084886128364
"5 years","MMR1","2020/21","U14816","Healthy Crawley PCN",4,636,659,4,"All practices",0.965098634294385
"5 years","MMR1","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,664,688,5,"All practices",0.965116279069767
"5 years","MMR1","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,755,790,8,"All practices",0.955696202531646
"5 years","MMR1","2020/21","U26939","Horsham Central PCN",4,594,606,4,"All practices",0.98019801980198
"5 years","MMR1","2020/21","U33451","South Crawley PCN",4,579,601,4,"All practices",0.963394342762063
"5 years","MMR1","2020/21","U33593","Rural North Chichester PCN",4,339,352,4,"All practices",0.963068181818182
"5 years","MMR1","2020/21","U37037","Shoreham and Southwick PCN",3,463,479,3,"All practices",0.966597077244259
"5 years","MMR1","2020/21","U49536","Coastal and South Downs PCN",2,282,293,3,"This PCN does not include all practices",
"5 years","MMR1","2020/21","U52694","Crawley Care Collaborative PCN",4,596,616,4,"All practices",0.967532467532468
"5 years","MMR1","2020/21","U57981","Chanctonbury PCN",4,409,434,4,"All practices",0.942396313364056
"5 years","MMR1","2020/21","U60757","Bognor Coastal Alliance PCN",3,329,342,3,"All practices",0.961988304093567
"5 years","MMR1","2020/21","U80779","East Grinstead PCN",4,420,447,4,"All practices",0.939597315436242
"5 years","MMR1","2020/21","U87478","Lancing and Sompting PCN",3,273,279,3,"All practices",0.978494623655914
"5 years","MMR1","2020/21","U96386","Horsham Collaborative PCN",4,360,367,4,"All practices",0.980926430517711
"5 years","MMR1","2021/22","U01092","Cissbury Integrated Care PCN",4,458,484,4,"All practices",0.946280991735537
"5 years","MMR1","2021/22","U03364","Haywards Heath Villages PCN",4,484,499,4,"All practices",0.969939879759519
"5 years","MMR1","2021/22","U04725","Haywards Heath Central PCN",3,382,398,3,"All practices",0.959798994974874
"5 years","MMR1","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,308,323,2,"All practices",0.953560371517028
"5 years","MMR1","2021/22","U06871","Burgess Hill & Villages PCN",5,591,617,5,"All practices",0.957860615883306
"5 years","MMR1","2021/22","U08235","Regis Healthcare PCN",9,864,915,9,"All practices",0.944262295081967
"5 years","MMR1","2021/22","U13952","Central Worthing Practices PCN",3,409,425,3,"All practices",0.962352941176471
"5 years","MMR1","2021/22","U14816","Healthy Crawley PCN",4,610,636,4,"All practices",0.959119496855346
"5 years","MMR1","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,611,639,5,"All practices",0.956181533646322
"5 years","MMR1","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,796,830,8,"All practices",0.959036144578313
"5 years","MMR1","2021/22","U26939","Horsham Central PCN",4,593,611,4,"All practices",0.970540098199673
"5 years","MMR1","2021/22","U33451","South Crawley PCN",4,539,580,4,"All practices",0.929310344827586
"5 years","MMR1","2021/22","U33593","Rural North Chichester PCN",4,282,290,4,"All practices",0.972413793103448
"5 years","MMR1","2021/22","U37037","Shoreham and Southwick PCN",2,392,405,3,"This PCN does not include all practices",
"5 years","MMR1","2021/22","U49536","Coastal and South Downs PCN",2,253,263,3,"This PCN does not include all practices",
"5 years","MMR1","2021/22","U52694","Crawley Care Collaborative PCN",4,586,614,4,"All practices",0.954397394136808
"5 years","MMR1","2021/22","U57981","Chanctonbury PCN",4,452,470,4,"All practices",0.961702127659574
"5 years","MMR1","2021/22","U60757","Bognor Coastal Alliance PCN",3,289,301,3,"All practices",0.960132890365448
"5 years","MMR1","2021/22","U80779","East Grinstead PCN",4,471,497,4,"All practices",0.947686116700201
"5 years","MMR1","2021/22","U87478","Lancing and Sompting PCN",3,286,294,3,"All practices",0.972789115646258
"5 years","MMR1","2021/22","U96386","Horsham Collaborative PCN",4,410,425,4,"All practices",0.964705882352941
"5 years","MMR2","2019/20","U01092","Cissbury Integrated Care PCN",4,444,489,4,"All practices",0.907975460122699
"5 years","MMR2","2019/20","U03364","Haywards Heath Villages PCN",4,463,508,4,"All practices",0.911417322834646
"5 years","MMR2","2019/20","U04725","Haywards Heath Central PCN",3,379,406,3,"All practices",0.933497536945813
"5 years","MMR2","2019/20","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,266,295,2,"All practices",0.901694915254237
"5 years","MMR2","2019/20","U06871","Burgess Hill & Villages PCN",5,543,589,5,"All practices",0.921901528013582
"5 years","MMR2","2019/20","U08235","Regis Healthcare PCN",9,840,914,9,"All practices",0.919037199124727
"5 years","MMR2","2019/20","U13952","Central Worthing Practices PCN",3,468,488,3,"All practices",0.959016393442623
"5 years","MMR2","2019/20","U14816","Healthy Crawley PCN",4,552,602,4,"All practices",0.916943521594685
"5 years","MMR2","2019/20","U21339","Arun Integrated Care (AIC) PCN",5,599,640,5,"All practices",0.9359375
"5 years","MMR2","2019/20","U24558","Chichester Alliance of Medical Practices PCN",8,811,877,8,"All practices",0.924743443557583
"5 years","MMR2","2019/20","U26939","Horsham Central PCN",4,564,590,4,"All practices",0.955932203389831
"5 years","MMR2","2019/20","U33451","South Crawley PCN",4,537,607,4,"All practices",0.884678747940692
"5 years","MMR2","2019/20","U33593","Rural North Chichester PCN",4,313,337,4,"All practices",0.928783382789318
"5 years","MMR2","2019/20","U37037","Shoreham and Southwick PCN",3,419,448,3,"All practices",0.935267857142858
"5 years","MMR2","2019/20","U49536","Coastal and South Downs PCN",3,270,292,3,"All practices",0.924657534246576
"5 years","MMR2","2019/20","U52694","Crawley Care Collaborative PCN",4,525,575,4,"All practices",0.91304347826087
"5 years","MMR2","2019/20","U57981","Chanctonbury PCN",4,428,465,4,"All practices",0.920430107526882
"5 years","MMR2","2019/20","U60757","Bognor Coastal Alliance PCN",3,269,287,3,"All practices",0.937282229965157
"5 years","MMR2","2019/20","U80779","East Grinstead PCN",4,429,476,4,"All practices",0.901260504201681
"5 years","MMR2","2019/20","U87478","Lancing and Sompting PCN",3,266,278,3,"All practices",0.956834532374101
"5 years","MMR2","2019/20","U96386","Horsham Collaborative PCN",4,303,319,4,"All practices",0.949843260188087
"5 years","MMR2","2020/21","U01092","Cissbury Integrated Care PCN",4,427,452,4,"All practices",0.944690265486726
"5 years","MMR2","2020/21","U03364","Haywards Heath Villages PCN",4,496,522,4,"All practices",0.950191570881226
"5 years","MMR2","2020/21","U04725","Haywards Heath Central PCN",3,379,399,3,"All practices",0.949874686716792
"5 years","MMR2","2020/21","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,295,319,2,"All practices",0.924764890282132
"5 years","MMR2","2020/21","U06871","Burgess Hill & Villages PCN",5,576,607,5,"All practices",0.948929159802306
"5 years","MMR2","2020/21","U08235","Regis Healthcare PCN",9,884,946,9,"All practices",0.93446088794926
"5 years","MMR2","2020/21","U13952","Central Worthing Practices PCN",3,451,483,3,"All practices",0.933747412008282
"5 years","MMR2","2020/21","U14816","Healthy Crawley PCN",4,611,659,4,"All practices",0.927162367223065
"5 years","MMR2","2020/21","U21339","Arun Integrated Care (AIC) PCN",5,646,688,5,"All practices",0.938953488372093
"5 years","MMR2","2020/21","U24558","Chichester Alliance of Medical Practices PCN",8,722,790,8,"All practices",0.913924050632911
"5 years","MMR2","2020/21","U26939","Horsham Central PCN",4,585,606,4,"All practices",0.965346534653465
"5 years","MMR2","2020/21","U33451","South Crawley PCN",4,548,601,4,"All practices",0.911813643926789
"5 years","MMR2","2020/21","U33593","Rural North Chichester PCN",4,329,352,4,"All practices",0.934659090909091
"5 years","MMR2","2020/21","U37037","Shoreham and Southwick PCN",3,454,479,3,"All practices",0.947807933194154
"5 years","MMR2","2020/21","U49536","Coastal and South Downs PCN",2,280,293,3,"This PCN does not include all practices",
"5 years","MMR2","2020/21","U52694","Crawley Care Collaborative PCN",4,580,616,4,"All practices",0.941558441558442
"5 years","MMR2","2020/21","U57981","Chanctonbury PCN",4,395,434,4,"All practices",0.910138248847926
"5 years","MMR2","2020/21","U60757","Bognor Coastal Alliance PCN",3,319,342,3,"All practices",0.932748538011696
"5 years","MMR2","2020/21","U80779","East Grinstead PCN",4,417,447,4,"All practices",0.932885906040268
"5 years","MMR2","2020/21","U87478","Lancing and Sompting PCN",3,267,279,3,"All practices",0.956989247311828
"5 years","MMR2","2020/21","U96386","Horsham Collaborative PCN",4,354,367,4,"All practices",0.964577656675749
"5 years","MMR2","2021/22","U01092","Cissbury Integrated Care PCN",4,444,484,4,"All practices",0.917355371900826
"5 years","MMR2","2021/22","U03364","Haywards Heath Villages PCN",4,476,499,4,"All practices",0.953907815631262
"5 years","MMR2","2021/22","U04725","Haywards Heath Central PCN",3,372,398,3,"All practices",0.934673366834171
"5 years","MMR2","2021/22","U04748","Angmering Coppice Fitzalan (ACF) PCN",2,300,323,2,"All practices",0.928792569659443
"5 years","MMR2","2021/22","U06871","Burgess Hill & Villages PCN",5,584,617,5,"All practices",0.946515397082658
"5 years","MMR2","2021/22","U08235","Regis Healthcare PCN",9,832,915,9,"All practices",0.909289617486339
"5 years","MMR2","2021/22","U13952","Central Worthing Practices PCN",3,396,425,3,"All practices",0.931764705882353
"5 years","MMR2","2021/22","U14816","Healthy Crawley PCN",4,555,636,4,"All practices",0.872641509433962
"5 years","MMR2","2021/22","U21339","Arun Integrated Care (AIC) PCN",5,592,639,5,"All practices",0.926447574334898
"5 years","MMR2","2021/22","U24558","Chichester Alliance of Medical Practices PCN",8,758,830,8,"All practices",0.913253012048193
"5 years","MMR2","2021/22","U26939","Horsham Central PCN",4,580,611,4,"All practices",0.949263502454992
"5 years","MMR2","2021/22","U33451","South Crawley PCN",4,502,580,4,"All practices",0.86551724137931
"5 years","MMR2","2021/22","U33593","Rural North Chichester PCN",4,258,290,4,"All practices",0.889655172413793
"5 years","MMR2","2021/22","U37037","Shoreham and Southwick PCN",2,382,405,3,"This PCN does not include all practices",
"5 years","MMR2","2021/22","U49536","Coastal and South Downs PCN",2,243,263,3,"This PCN does not include all practices",
"5 years","MMR2","2021/22","U52694","Crawley Care Collaborative PCN",4,567,614,4,"All practices",0.923452768729642
"5 years","MMR2","2021/22","U57981","Chanctonbury PCN",4,435,470,4,"All practices",0.925531914893617
"5 years","MMR2","2021/22","U60757","Bognor Coastal Alliance PCN",3,283,301,3,"All practices",0.940199335548173
"5 years","MMR2","2021/22","U80779","East Grinstead PCN",4,463,497,4,"All practices",0.93158953722334
"5 years","MMR2","2021/22","U87478","Lancing and Sompting PCN",3,275,294,3,"All practices",0.935374149659864
"5 years","MMR2","2021/22","U96386","Horsham Collaborative PCN",4,403,425,4,"All practices",0.948235294117647
